home,dir_name,author,year,title
.,CNLN8XDD,Klekociuk et al.,2019,The Antarctic Ozone Hole During 2017
.,LWQC4G5F,Kompella et al.,2019,Definition Of The Minimal Contents For The Molecul
.,HUE2CQ36,Kong et al.,2019,Defect‐Driven Structural Distortions At The Surfac
.,2798KBEY,König and Smith,2019,Analytical Description Of Nanowires. I. Regular Cr
.,8BCSEW77,Konstantinidis et al.,2019,Excitation And Damping Fluid Forces On A Cylinder 
.,8ILBNCE2,Körtgen et al.,2019,On The Shape And Completeness Of The Column Densit
.,CCKX3K4V,Kreplak et al.,2019,A Reference Genome For Pea Provides Insight Into L
.,7L7XRNTV,Kroeger and Karton,2019,A Computational Foray Into The Mechanism And Catal
.,3J3EWAQZ,Krumholz and Federrath,2019,The Role Of Magnetic Fields In Setting The Star Fo
.,2QCNV8UE,Krumholz et al.,2019,Star Clusters Across Cosmic Time
.,HB5TZJMU,Krumholz et al.,2019,Slug
.,5IK4PSBB,Krummel et al.,2019,The Antarctic Ozone Hole During 2014
.,TB7433HT,Kuruwita and Federrath,2019,The Role Of Turbulence During The Formation Of Cir
.,EIJP9TEQ,Kuruwita et al.,2019,Erratum Multiplicity Of Disc-Bearing Stars In Upp
.,UWMZX3NN,Kuuttila et al.,2019,Excluding Supersoft X-Ray Sources As Progenitors F
.,HH2KLYRU,Kvale et al.,2019,Phytoplankton Calcifiers Control Nitrate Cycling A
.,XNPBV9SG,LaBarre et al.,2019,Methyltosnp Identifying Snps In Illumina Dna Meth
.,HH4AEJEK,Lagos et al.,2019,From The Far-Ultraviolet To The Far-Infrared – Gal
.,9B7MKQJA,Lai et al.,2019,How To Design Hydrogen Storage Materials Fundamen
.,UGFFGIB5,Lamb et al.,2019,Pleistocene-Dated Biogeographic Barriers Drove Div
.,LYX8Z97H,Lav et al.,2019,A Framework To Develop Data-Driven Turbulence Mode
.,MILJQ5GC,Le et al.,2019,Quantitative Design Rules For Protein-Resistant Su
.,LHLEQSMW,Leach et al.,2019,The Coastline Evolution Model 2d (Cem2d) V1.1
.,B9MCUXNT,Lee-Waddell et al.,2019,Wallaby Early Science – Ii. The Ngc 7232 Galaxy Gr
.,B9VYAFR9,Lehväslaiho et al.,2019,D2.1 Report On Fair Requirements For Persistence A
.,388A9YQK,Lengani et al.,2019,On The Identification And Decomposition Of The Uns
.,NDJ5483X,Lennon et al.,2019,High-Rate Lithium Ion Energy Storage To Facilitate
.,387U2JI2,Leong et al.,2019,Epigenetic Influences On Neurodevelopment At 11 Ye
.,UHD3CRYR,Li et al.,2019,Computational Study Of Gas-Solid Flow In A Horizon
.,XRZM2YDY,Li et al.,2019,Fast And Selective Fluoride Ion Conduction In Sub-
.,Y49LBP52,Li et al.,2019,First Season Mwa Phase Ii Epoch Of Reionization Po
.,MZRZC4XM,Li et al.,2019,Theoretical Screening Of Single Transition Metal A
.,WQ2XR2HT,Li et al.,2019,Effects Of Variable Injection Rate On Reservoir Re
.,ZA4Q4VXQ,Li et al.,2019,Horizontal Residual Mean Addressing The Limited S
.,HE3DPQFF,Li et al.,2019,Recovery Of Wall-Shear Stress To Equilibrium Flow 
.,UMM357IL,Lieschke et al.,2019,Decreasing Trend In Formaldehyde Detected From 20‐
.,PCSF5IPJ,Lin et al.,2019,Residue-Specific Solvation-Directed Thermodynamic 
.,EGE44NHM,Ling et al.,2019,A General Two‐Step Strategy–Based High‐Throughput 
.,M4RNSBGI,Liu et al.,2019,A Framework To Determine The Limits Of Achievable 
.,UPPXSDVU,Liu et al.,2019,Atomic-Scale Investigation On The Ultra-Large Bend
.,T22C2P8J,Liu et al.,2019,A Wide Star–Black-Hole Binary System From Radial-V
.,MZE3SBAE,Liu et al.,2019,Dft Study Of Methanol Adsorption On Defect‐Free Ce
.,Q3TLZ87P,Lönnborn et al.,2019,"Collective, Glitch-Like Vortex Motion In A Neutron"
.,KQS3Z29N,Low et al.,2019,An Ab Initio Study Of The Structure And Energetics
.,JBP9VZ9S,Lu et al.,2019,Short-Range Structure Of Amorphous Calcium Hydroge
.,Z8C6SMNF,Lu et al.,2019,Homochiral Mof–Polymer Mixed Matrix Membranes For 
.,DQN9DJ9X,Luk et al.,2019,Clinical Utility Of In Situ Hybridization Assays I
.,HHEGCE93,Luo et al.,2019,Quantitative Comparison Of Hydrodynamic And Elasto
.,HUGZ4HCQ,Lutsch et al.,2019,Unprecedented Atmospheric Ammonia Concentrations D
.,5IGINLID,MacDonald et al.,2019,Roughness Effects In Turbulent Forced Convection
.,LHBFRYW4,MacDonald et al.,2019,Heat Transfer In Rough-Wall Turbulent Thermal Conv
.,5GMV6NFJ,Maher et al.,2019,Model Hierarchies For Understanding Atmospheric Ci
.,F4NFYGE7,Mao et al.,2019,Silicon-Doped Graphene Edges An Efficient Metal-F
.,94I3AA5K,Mao et al.,2019,Single Transition Metal Atom-Doped Graphene Suppor
.,H536J87N,Mao et al.,2019,Defective Graphene On The Transition-Metal Surface
.,5I2U5AGA,Marconcini et al.,2019,Large Eddy Simulation And Rans Analysis Of The End
.,8N54GRQN,Marlton et al.,2019,Selecting And Identifying Gas-Phase Protonation Is
.,MTDC2UG9,Marshall et al.,2019,Experimental Evidence For Long-Range Stabilizing A
.,8TDDURW9,Martinez et al.,2019,Top 10 Fair Data & Software Things
.,L52U6HYB,Masoomi‐Godarzi et al.,2019,Liquid Crystallinity As A Self‐Assembly Motif For 
.,YRCDDYBK,Mater and Coote,2019,Deep Learning In Chemistry
.,K9SN62VC,Mather et al.,2019,Adjoint Inversion Of The Thermal Structure Of Sout
.,FRSWY426,Matioszek et al.,2019,Experimental And Theoretical Comparison Of Additio
.,8CXWUULS,Matthews et al.,2019,Sustained Conscious Access To Incidental Memories 
.,UASVDTXT,Maxted et al.,2019,A Supernova Remnant Counterpart For Hess J1832−085
.,W34Z83YI,McCann et al.,2019,Morphology Of Hydrodynamic Winds A Study Of Plane
.,5BI7Q2DD,McCauley et al.,2019,The Low-Frequency Solar Corona In Circular Polariz
.,JGRJXVKZ,McKnight et al.,2019,Microdecon A Highly Accurate Read‐Subtraction Too
.,3YJGZBLT,McLennan et al.,2019,Too Much Of A Good Thing Finding The Most Informa
.,VK8VLMMP,Meabe et al.,2019,Uv-Cross-Linked Poly(Ethylene Oxide Carbonate) As 
.,XR72MYJD,Mei et al.,2019,Honeycomb‐Inspired Heterogeneous Bimetallic Co–Mo 
.,68RQYYVW,Mei et al.,2019,Black Phosphorus Nanosheets Promoted 2d-Tio2-2d He
.,7CVWI7JA,Mei et al.,2019,Cobalt Oxide-Based Nanoarchitectures For Electroch
.,4XMEDRZ8,Melatos and Drummond,2019,Pulsar Glitch Activity As A State-Dependent Poisso
.,X23BFB94,Menon et al.,2019,Explosions Of Blue Supergiants From Binary Mergers
.,YT88CSUP,Meucci et al.,2019,Nickel(Iv)-Catalyzed C–H Trifluoromethylation Of (
.,XV3NWPW8,Meyers et al.,2019,The Emission And Scintillation Properties Of Rrat 
.,3J26YPK9,Miksa et al.,2019,Ten Principles For Machine-Actionable Data Managem
.,XZNET38F,Modhiran et al.,2019,Dual Targeting Of Dengue Virus Virions And Ns1 Pro
.,A7C5P6IJ,Mofarah et al.,2019,"Coordination Polymer To Atomically Thin, Holey, Me"
.,E3MJQBHU,Moir et al.,2019,Anomalous Heat Transport In Binary Hard-Sphere Gas
.,9B88UPT8,Mondal et al.,2019,Unsupervised Generation Of High Dynamic Range Sola
.,7LRGJ3SH,Moresi and Mather,2019,Stripy A Python Module For (Constrained) Triangul
.,TVNSIXZA,Moriya et al.,2019,Fallback Accretion-Powered Supernova Light Curves 
.,V5PZGH28,Moron et al.,2019,Weather Types And Hourly To Multiday Rainfall Char
.,8ZW5JTN7,Morón et al.,2019,Long-Lived Transcontinental Sediment Transport Pat
.,8LFPTIU3,Mostoghiu et al.,2019,The Three Hundred Project The Evolution Of Galaxy
.,HZ4XPS5B,Mostyn et al.,2019,Identification Of An Allosteric Binding Site On Th
.,UNBXHJ8R,Mousavi-Derazmahalleh et al.,2019,Prediction Of Pathogenicity Genes Involved In Adap
.,XHJ77FSF,Mousavi‐Derazmahalleh et al.,2019,Adapting Legume Crops To Climate Change Using Geno
.,YYT3DJAD,MTA Cooperative Group et al.,2019,Adgrl3 (Lphn3) Variants Predict Substance Use Diso
.,W3QJYAKB,Mueller et al.,2019,Mutational Patterns In Metastatic Cutaneous Squamo
.,5FBZVMFE,Mujah et al.,2019,Microstructural And Geomechanical Study On Bioceme
.,ZCWJGK4C,Müller et al.,2019,Three-Dimensional Simulations Of Neutrino-Driven C
.,3FEKXP9P,Naik et al.,2019,Analysis Of Crystallization Phenomenon In Indian H
.,6BRRPY5M,Nair et al.,2019,Computational Prediction Of The Site(S) Of Metabol
.,D6HRVELM,Nakamura et al.,2019,Aharonov–Bohm Interference Of Fractional Quantum H
.,9HBIZHWE,Narreddula et al.,2019,"Introduction Of A Fixed-Charge, Photolabile Deriva"
.,XV3ZC5M3,Neiva et al.,2019,A Scalable Parallel Finite Element Framework For G
.,FA5IYDLL,Newman et al.,2019,"Delivering Sustained, Coordinated, And Integrated "
.,W2AKMUPA,Nguyen et al.,2019,Experimental And Theoretical Study Of The Chemical
.,AQAXHKC6,Nickless et al.,2019,An Atmospheric Inversion Over The City Of Cape Tow
.,B2PDBYWY,Nishant et al.,2019,Aerosol-Induced Modification Of Organised Convecti
.,QT3CD3I5,Noble et al.,2019,Mechanism Of Oxidative Alkoxyamine Cleavage The S
.,MF3GXK34,Nock et al.,2019,Wild Origins Of Macadamia Domestication Identified
.,995XSGWV,Norcott et al.,2019,Tempo–Me An Electrochemically Activated Methylati
.,CMYDQNJZ,Northoff et al.,2019,Mathematics And The Brain A Category Theoretical 
.,I9TBIV5A,Norton et al.,2019,Estimating Global Gross Primary Productivity Using
.,7CLBSMTR,Olm et al.,2019,Simulation Of High Temperature Superconductors And
.,6ZN7HR8Y,Olm et al.,2019,On A General Implementation Of H- And P-Adaptive C
.,LI6XDZ3X,Oloye et al.,2019,Galvanic Replacement Of Liquid Metal Galinstan Wit
.,6KETRR9S,Olson et al.,2019,"Accounting For Skill In Trend, Variability, And Au"
.,ERBDE5CV,Olson et al.,2019,A Novel Method To Test Non-Exclusive Hypotheses Ap
.,T8P7G9JI,Onić et al.,2019,Murchison Widefield Array And Xmm-Newton
.,XUQSQZWE,Ord et al.,2019,Mwa Tied-Array Processing I Calibration And Beamf
.,RHQLT9TJ,Øren et al.,2019,In-Situ Pore-Scale Imaging And Image-Based Modelli
.,U27BKCHG,Ou et al.,2019,Monovalent Cation–Phenolic Crystals With Ph‐Driven
.,6XJLXRDJ,Owers et al.,2019,The Sami Galaxy Survey Quenching Of Star Formatio
.,ECJICBW2,Pan et al.,2019,Uniaxial Extensional Viscosity Of Semidilute Dna S
.,L2BESI85,Pan et al.,2019,Accelerated Computation Of Free Energy Profile At 
.,GHV6QPHF,Pang et al.,2019,Wse 2 Homojunction Devices Electrostat
.,Y2PYS2AG,Panther et al.,2019,Sn1991bg-Like Supernovae Are Associated With Old S
.,7YERGNUV,Park et al.,2019,Gap–Zns Multilayer Films Visible-Light Photoelect
.,DHNUMCQA,Patel et al.,2019,Novel Analogs Of Sulfasalazine As System X C
.,8I4JCASB,Paton-Walsh et al.,2019,A Clean Air Plan For Sydney An Overview Of The Sp
.,NR5N6TNH,Peiris et al.,2019,Metal–Single-Molecule–Semiconductor Junctions Form
.,Z8TFJ7Q6,Peña-Arancibia et al.,2019,Forests As ‘Sponges’ And ‘Pumps’ Assessing The Im
.,2FZFA2GU,Peng et al.,2019,Molecular Design Strategies For Electrochemical Be
.,5VTA5EKT,Pennicott and Cally,2019,Smoothing Of Mhd Shocks In Mode Conversion
.,JXIAJIYK,Petersen et al.,2019,African Khoesan Ancestry Linked To High-Risk Prost
.,QDMKNQH3,Pichler et al.,2019,Large-Eddy Simulation And Rans Analysis Of The End
.,8AZ6S4BF,Pittman et al.,2019,An Assessment And Improvement Of Satellite Ocean C
.,E8HUBQM3,Pleintinger et al.,2019,Comparing Simulated  26  Al Maps
.,KPJIVQES,Poder et al.,2019,A Monte Carlo Study On The Feasibility Of Real-Tim
.,EVWUA56N,Pohl et al.,2019,Gene Expression Analysis Of Heat-Shock Proteins An
.,6LFQQYVG,Popping et al.,2019,"The Art Of Modelling Co, [C Span Style=Font-Vari"
.,RJWIURP8,Poulton et al.,2019,Extracting Galaxy Merger Timescales I Tracking Ha
.,3CPHHNRF,Power et al.,2019,Nifty Galaxy Cluster Simulations Vi The Dynamical
.,AQ9IGZ93,Pozo‐Gonzalo et al.,2019,Controlling The Three‐Phase Boundary In Na–Oxygen 
.,IXTF96ZZ,Prakash,2019,Universal Dynamics Of Dilute And Semidilute Soluti
.,8CV8EGUV,Prasad et al.,2019,Rapidly Evolving Cirrus Clouds Modulated By Convec
.,3Y8QWXJE,Pratley et al.,2019,A Fast And Exact W -Stacking And W -
.,A7SBMV3H,Prendergast et al.,2019,Product Detection Study Of The Gas-Phase Oxidation
.,G9C3RT68,Quan et al.,2019,Attosecond Molecular Angular Streaking With All-Io
.,QENNG3DX,Radomirovic et al.,2019,Can Macrocyclic Phosphonate Molecules Inhibit Bari
.,PCBMGC7M,Rätsep et al.,2019,Absorption-Emission Symmetry Breaking And The Diff
.,34YPX9WI,Rayner et al.,2019,Fundamentals Of Data Assimilation Applied To Bioge
.,XFE8GJGJ,Reggiani et al.,2019,Non-Lte Analysis Of K I In Late-Type Stars
.,U3APYHFL,Reimers,2019,Noel S. Hush
.,T3CMFX6Y,Reimers et al.,2019,Decomposition Of Ferrocene On Pt(111) And Its Effe
.,YC4UNM7S,Reischl et al.,2019,Atomistic Simulation Of Atomic Force Microscopy Im
.,AW2P9WNZ,Ren et al.,2019,Manipulation Of Charge Transport By Metallic V Su
.,8JSEE99W,Ren et al.,2019,Isolated Diatomic Ni‐Fe Metal–Nitrogen Sites For S
.,5IB4ALNH,Ren et al.,2019,Api An Index For Quantifying A Scholar’s Academic
.,VKCDW2ZM,Reynolds et al.,2019,Wallaby Early Science – I. The Ngc 7162 Galaxy Gro
.,MP3JGDJB,Rivera-Rios et al.,2019,Multi-Order Vector Finite Element Modeling Of 3d M
.,7EDKV7CC,Rocca et al.,2019,Bridging Molecular Dynamics And Correlated Wave-Fu
.,RUB3ASEY,Rogers and Coote,2019,Computational Evaluation Of The Oxidative Cleavage
.,Z3JKAZBD,Rosa et al.,2019,Accretion In Strong Field Gravity With Extp
.,4NYN72WX,Rouhi et al.,2019,Roughness And Reynolds Number Effects On The Flow 
.,554IITME,Rouhi et al.,2019,Direct Numerical Simulation Of Open-Channel Flow O
.,C2VAWTE5,Ruiter,2019,Type Ia Supernova Sub-Classes And Progenitor Origi
.,EHCD4X8E,Ruiter et al.,2019,On The Formation Of Neutron Stars Via Accretion-In
.,GE2PGX9X,Ruiz-Fuertes et al.,2019,Reversible Tuning Of Ca Nanoparticles Embedded In 
.,KILEYG2J,Ruiz-Reche et al.,2019,Reorientexpress Reference-Free Orientation Of Nan
.,FZAXQZW3,S. Mofarah et al.,2019,Proton-Assisted Creation Of Controllable Volumetri
.,8K8YHQPU,Sagotra et al.,2019,Influence Of Lattice Dynamics On Lithium-Ion Condu
.,4HIZPP6C,Saha et al.,2019,Dominance Of Correlation And Relativistic Effects 
.,8GHKZUG4,Saha et al.,2019,Wigner Time Delay In Photodetachment
.,UES7VIWI,Sandberg and Michelassi,2019,The Current State Of High-Fidelity Simulations For
.,5RAK7AZW,Sandiford and Moresi,2019,Improving Subduction Interface Implementation In D
.,7UI8T8KT,Santra et al.,2019,Universality Of The Collapse Transition Of Sticky 
.,X2X78MWK,Sarkar et al.,2019,Rearrangement-Free Hydroxylation Of Methylcubanes 
.,HBCFQMN4,Scarlett et al.,2019,Electron-Impact Dissociation Of Vibrationally-Exci
.,URRZWRK7,Schaefer et al.,2019,The Sami Galaxy Survey Observing The Environmenta
.,JFY4B7B4,Schatz et al.,2019,The Jpc Periodic Table
.,N6WB95EY,Scheben et al.,2019,Cropsnpdb A Database Of Snp Array Data For Brassi
.,9QYMAJXR,Schippers et al.,2019,"Roadmap On Photonic, Electronic And Atomic Collisi"
.,UPSFDQAV,Schmid et al.,2019,Volume Averaging For Urban Canopies
.,T5SZTE7V,Schneider et al.,2019,Establishing A Distributed National Research Infra
.,64J5FUMA,Scholes et al.,2019,Jpcl  A Dynamic Journal With A Global Reac
.,IY8L7WXR,Schumann-Gillett et al.,2019,Is Protein Structure Enough A Review Of The Role 
.,TVBN8GKG,Science et al.,2019,The State Of Open Data Report 2019
.,9CR992GQ,Seal et al.,2019,Unraveling Photocatalytic Mechanism And Selectivit
.,796CHKCT,Seitenzahl et al.,2019,Optical Tomography Of Chemical Elements Synthesize
.,EK67C6PB,Serov et al.,2019,Numerical Attoclock On Atomic And Molecular Hydrog
.,HHMP3P2Y,Setiadi and Kuyucak,2019,Free-Energy Simulations Resolve The Low-Affinity N
.,7QEPQJEF,Shakespeare and McC. Hogg,2019,On The Momentum Flux Of Internal Tides
.,G6CY445H,Sharda et al.,2019,The Role Of The H2 Adiabatic Index In The Formatio
.,NB6AXMMU,Sharda et al.,2019,Testing Star Formation Laws On Spatially Resolved 
.,PQ6JV64M,Shen et al.,2019,Impulse-Driven Richtmyer-Meshkov Instability In Ha
.,PDZ25WMK,Shenoy et al.,2019,Mixing Thermodynamics And Photocatalytic Propertie
.,T6SIPZDZ,Shi et al.,2019,A Multifunctional Wearable Device With A Graphene
.,IPZWC2TG,Shokri et al.,2019,On The Use Of Adaptive Ensemble Kalman Filtering T
.,U9GYSHQP,Sieverding et al.,2019,The Ν -Process With Fully Time-Dependent Su
.,SI2AIHZW,Silk et al.,2019,A Network Analysis Approach To Adhd Symptoms More
.,KZNAPNFM,Silvestri et al.,2019,Wetting Properties Of The Co 2 –Water–C
.,QK7RN8VX,Soares-Santos et al.,2019,First Measurement Of The Hubble Constant From A Da
.,CF78JVXU,Sohail et al.,2019,The Impact Of Turbulence And Convection On Transpo
.,23E5FK7C,Stagge et al.,2019,Assessing Data Availability And Research Reproduci
.,MEERV8XH,Stairs et al.,2019,Mode Switching And Oscillations In Psr B1828–11
.,P6A7VPI9,Stall et al.,2019,Make Scientific Data Fair
.,NZ3SKFKL,Stawski et al.,2019,The Structure Of Caso 4 Nanorods The P
.,EI7DHCTS,Stikov et al.,2019,Reproducibility And The Future Of Mri Research
.,W8NQEJCB,Stokes et al.,2019,Opposite-Parity Contaminations In Lattice Nucleon 
.,MWBZRYVB,Streczynski et al.,2019,Current Issues In Plant Cryopreservation And Impor
.,7TAGGNDG,Sun and Melatos,2019,Application Of Hidden Markov Model Tracking To The
.,RCR48XCT,Sun et al.,2019,Beyond Seashells Bioinspired 2d Photonic And Phot
.,6F2SN6AH,Sun et al.,2019,Tracking Continuous Gravitational Waves From A Neu
.,XWH5DWNK,Surace et al.,2019,On The Detection Of Supermassive Primordial Stars 
.,C86LRSHQ,Suvorov and Melatos,2019,Relaxation By Thermal Conduction Of A Magnetically
.,BFYP24BN,Suvorova et al.,2019,Reconstructing Gravitational Wave Core-Collapse Su
.,LVPHH2AF,Swart et al.,2019,Constraining Southern Ocean Air-Sea-Ice Fluxes Thr
.,6328P9JB,Ta et al.,2019,Physical And Chemical Insights Into Molecular Adso
.,YR2F5V66,Ta et al.,2019,Influence Of Molecular Structure On Lubrication Of
.,C28JQTHK,Tabatabaie et al.,2019,Rationale For The Reactivity Differences Between M
.,YK4RGMP2,Tafliovich et al.,2019,Teaching Software Engineering With Free Open Sourc
.,4WNANHPT,Tan et al.,2019,Electrocatalytic Reduction Of Carbon Dioxide To Me
.,D2FRMID8,Tan et al.,2019,Understanding The High Activity Of Mildly Reduced 
.,TMHH8DZ8,Tang et al.,2019,Adsorption Of Collagen-Like Peptides Onto Gold Nan
.,VQ87UAQK,Tang et al.,2019,Interaction Of Gold Nanosurfacesnanoparticles Wit
.,SU3BWH87,Tang et al.,2019,Precipitation Strengthening In An Ultralight Magne
.,SGUWWTR3,Tavakkolifard et al.,2019,Gold‐Catalyzed Regiospecific Annulation Of Unsymme
.,JTFR8BIG,Tawfik et al.,2019,Efficient Prediction Of Structural And Electronic 
.,59CLQNS3,Taylor and Kassal,2019,Why Are Photosynthetic Reaction Centres Dimeric
.,54A8DDRE,Taylor et al.,2019,Geospatial Modelling Of The Prevalence And Changin
.,TFFN3TD5,Taylor et al.,2019,The Metallicity And Elemental Abundance Maps Of Ki
.,PRP6UYHL,Taylor et al.,2019,Indel Variation In The Regulatory Region Of The Ma
.,N4Z2EEAR,Techer et al.,2019,Divergent Evolutionary Trajectories Following Spec
.,B292AUR4,Tejeda-Ferrari et al.,2019,Electronic Structure And Triplet-Triplet Energy Tr
.,7F7P3I27,Tetley et al.,2019,Constraining Absolute Plate Motions Since The Tria
.,EX4K7LJE,Thomas et al.,2019,Investigation Of An Unusual Crystal Habit Of Hydro
.,U5YPMPDG,Thompson et al.,2019,Recurrent Measurement Of Frailty Is Important For 
.,RC8HWALE,Thomson et al.,2019,Through Thick Or Thin Multiple Components Of The 
.,BRCMDM4X,Thornber et al.,2019,Turbulent Transport And Mixing In The Multimode Na
.,YKZNNM9B,Tian et al.,2019,Global Joint Assimilation Of Grace And Smos For Im
.,N6R9XY93,Tian et al.,2019,Forecasting Dryland Vegetation Condition Months In
.,2M3ZMQ76,Tingay and Hancock,2019,Multi-Epoch Low-Radio-Frequency Surveys Of The 
.,YDZG5F9Z,Todorova and Yarovsky,2019,The Enigma Of Amyloid Forming Proteins Insights F
.,MSD8KLMJ,Tran et al.,2019,Synthesis Of Polydopamine Hollow Capsules Via A Po
.,66EJRXAT,Trevitt,2019,Meet The Associate Editors Adam Trevitt
.,B8KTRJMW,Tritsis et al.,2019,Magnetic Field Tomography In Two Clouds Toward Urs
.,5QJ4NTXT,Trott et al.,2019,Robust Statistics Towards Detection Of The 21 Cm S
.,DNRTGFYH,Trott et al.,2019,Gridded And Direct Epoch Of Reionisation Bispectru
.,JLCGL7JU,Tully et al.,2019,The Antarctic Ozone Hole During 2015 And 2016
.,7FCJZ43B,Tulpová et al.,2019,Integrated Physical Map Of Bread Wheat Chromosome 
.,YYJ4DX8M,Utamuratov et al.,2019,Positron-Impact Electronic Excitations And Mass St
.,XNWXVLVY,Valliyodan et al.,2019,Construction And Comparison Of Three Reference‐Qua
.,3X2TITEK,Vanyai et al.,2019,Fundamental Scramjet Combustion Experiments Using 
.,UL3A6UR3,Varidel et al.,2019,The Sami Galaxy Survey Bayesian Inference For Gas
.,ZXNEIQLS,Vélez et al.,2019,"Targeting Neuroplasticity, Cardiovascular, And Cog"
.,WSAQ4IZS,Verdugo et al.,2019,Distributed-Memory Parallelization Of The Aggregat
.,JI2BIJCK,Wang et al.,2019,Atomistic Mechanisms Of Mg Insertion Reactions In 
.,PPXN8TMB,Wang et al.,2019,Correction Advances On Tungsten Oxide Based Photo
.,JYJVE5XN,Wang et al.,2019,Poly(Ionic Liquid)S-In-Salt Electrolytes With Co-C
.,JLXF86WE,Wang et al.,2019,Origin And Prediction Of Highly Specific Bond Clea
.,8QBERUFD,Wang et al.,2019,Native Surface Oxides Featured Liquid Metals For P
.,6B4EH2J8,Wang et al.,2019,A Non-Enzymatic Photoelectrochemical Glucose Senso
.,RFIAW3YN,Wang et al.,2019,The Impact Of Black Hole Seeding In Cosmological S
.,WT9RSJBE,Wang et al.,2019,Monolayer Epitaxial Heterostructures For Selective
.,KMSPMXG7,Wang et al.,2019,Electronic And Structural Engineering Of Carbon‐Ba
.,X5H2MHUS,Watts et al.,2019,Dense Matter With Extp
.,3WPPRJKV,Whiting et al.,2019,Understanding The Importance Of The Energetics Of 
.,NSF939KZ,Whyte et al.,2019,D3.2 Fair Data Practice Analysis
.,KAXIVRBE,Wise et al.,2019,Implementation And Relevance Of Fair Data Principl
.,RL7BH4YS,Wong et al.,2019,Just Add Sugar For Carbohydrate Induced Self-Assem
.,G5U3QH98,Woods et al.,2019,Titans Of The Early Universe The Prato Statement 
.,I4QCLLIK,Wright et al.,2019,Quenching Time-Scales Of Galaxies In The Eagle Sim
.,BGDR8R8H,Wunch et al.,2019,Emissions Of Methane In Europe Inferred By Total C
.,DPLHRU4J,Xi et al.,2019,Recent Progress On Two‐Dimensional Heterostructure
.,G53X7RP7,Xiao et al.,2019,Comparative Studies Of Catalytic Pathways For Stre
.,56GYG2U4,Xu and Coote,2019,Improving The Accuracy Of Pcm-Uahf And Pcm-Uaks Ca
.,KQPNHNCP,Xu et al.,2019,High Pressure Driven Isostructural Electronic Phas
.,BUG8JXEQ,Yang et al.,2019,Large-Scale Transport Into The Arctic The Roles O
.,AIXPB3GY,Yao et al.,2019,An Oxalate Cathode For Lithium Ion Batteries With 
.,8BEI4JYS,Yeung et al.,2019,Assessing The Spatial Origin Of Meltwater Pulse 1a
.,356DH49U,Yin et al.,2019,Selective Control Of Surface Spin Current In Topol
.,7K79BLG7,Yoshiura et al.,2019,Study Of Systematics Effects On The Cross Power Sp
.,V5AUV7DI,You et al.,2019,Negative Charging Of Transition‐Metal Phosphides V
.,GEVL6DYC,Young et al.,2019,Global Kinematics Of Tectonic Plates And Subductio
.,GWELGC38,Yu et al.,2019,Insight Into The Evolution And Functional Characte
.,E6NV93JE,Yu et al.,2019,Automatically Extracted Antarctic Coastline Using 
.,UDFTN6M8,Yusof et al.,2019,O-Vanillin Derived Schiff Bases And Their Organoti
.,9YLTYH29,Yuwono et al.,2019,Aqueous Electrochemistry Of The Magnesium Surface
.,GVNZNKGZ,Zamani et al.,2019,Dual Gold‐Catalyzed Cycloaromatization Of Unconjug
.,XLTXIXVE,Zammit et al.,2019,Laser-Driven Production Of The Antihydrogen Molecu
.,TIA78Q64,Zarifi et al.,2019,Characterization Of Prompt Gamma Ray Emission For 
.,E45P29S3,Zeller et al.,2019,Hemispheric Asymmetry Of The Pacific Shallow Merid
.,D2QPTLWB,Zerk et al.,2019,The Fate Of Copper Catalysts In Atom Transfer Radi
.,XYUFEASF,Zhang and Hao,2019,The Response Of Precast Concrete Segmental Columns
.,Z822U6GB,Zhang et al.,2019,Targeted Synergy Between Adjacent Co Atoms On Grap
.,U5B4FDYH,Zhang et al.,2019,Photoinitiation Mechanism And Ability Of Monoamino
.,Y6QH2NXW,Zhang et al.,2019,Greenhouse Gas Concentration And Volcanic Eruption
.,BZEJFDGX,Zhang et al.,2019,A Yolk–Shell Structured Silicon Anode With Superio
.,7DSU7QGV,Zhang et al.,2019,"Author Impact Evaluations, Predictions, And Chall"
.,UTGPYE58,Zhang et al.,2019,Electrochemistry On Tribocharged Polymers Is Gover
.,XZMZ5AKY,Zhang et al.,2019,Ordered Platinum–Bismuth Intermetallic Clusters Wi
.,2QZ9LE6S,Zhang et al.,2019,Metal-Dependent Inhibition Of Amyloid Fibril Forma
.,5GRC7HCI,Zhang et al.,2019,"Predicting Novel 2d Mb 2 (M = Ti, Hf, V"
.,NPEWYSZL,Zhang et al.,2019,Predicting Ultrafast Dirac Transport Channel At Th
.,4U9XFMDT,Zhang et al.,2019,"Modeling Of The Variations Of Permeate Flux, Conce"
.,WGQDD3PY,Zhang et al.,2019,First-Principles Prediction Of A Room-Temperature 
.,JKBJ3SH3,Zhang et al.,2019,Characterization Of Atomic Defects On The Photolum
.,XIMM7SJR,Zhang et al.,2019,New Monatomic Layer Clusters For Advanced Catalysi
.,SP2UYFTX,Zhang et al.,2019,Suppressed Mobility Of Negative Charges In Polymer
.,9PUM7UPW,Zhang et al.,2019,Graphenecu Composites Electronic And Mechanical 
.,3CZNDCXB,Zhao et al.,2019,Carbon‐Based Metal‐Free Catalysts For Electrocatal
.,SMU58KPJ,Zhao et al.,2019,Non‐Metal Single‐Iodine‐Atom Electrocatalysts For 
